term,jsd,count_early,count_modern,neighbours,scaled_jsd
offerings,0.7843617963285381,407,3593,3772,0.7762460233297985
racing,0.7640862321896268,51,3949,3503,0.7761918355695119
expanding,0.7695518300031755,74,3926,3652,0.776013143483023
securities,0.7678174196362509,1121,2879,3602,0.7759578012215436
tenement,0.816453613791274,1874,577,2746,0.775673707210488
title,0.7237577580225975,1212,2788,1755,0.7754985754985755
doctor,0.7236439313065168,864,3136,1554,0.7754182754182755
swings,0.7860378723860887,19,3981,3725,0.7753020134228188
history,0.6738919415958244,531,3469,534,0.7752808988764045
wares,0.7839604270321086,3004,996,3772,0.7751855779427359
realm,0.7713484228623892,955,3045,3714,0.775175013462574
toll,0.7747934604266646,718,3282,3816,0.7751572327044025
withdrawal,0.7834646671592106,17,3983,3775,0.7750993377483444
fashioned,0.7746282996494694,215,3785,3813,0.7749803304484658
prop,0.7926563966424012,593,3407,3563,0.7749087847319674
tonnage,0.7994519037885152,3371,265,3396,0.7747349823321554
sue,0.7678015550751264,1098,2902,3604,0.7746947835738068
rated,0.7587202706318923,414,3586,3351,0.7746941211578633
doorway,0.7730288892190709,2,3998,3796,0.7744994731296101
junction,0.7992984040788221,1471,2076,3368,0.7743467933491687
indiana,0.7686121403066545,60,3940,3649,0.7741847081392162
humor,0.767347471451249,140,3860,3572,0.7740761478163494
prime,0.7476461617537155,320,3680,2615,0.7739961759082218
broadly,0.7892212228262283,13,3987,3681,0.7739744634610161
florida,0.7294024383169733,211,3789,1964,0.7739307535641547
according,0.6696646558506608,1161,2839,495,0.7737373737373737
alongside,0.7695977022710606,33,3967,3673,0.7734821671658045
anchored,0.8056526915340284,567,2700,3223,0.7731926776295377
scholars,0.755720172641409,224,3776,3169,0.7731145471757652
dwindling,0.8339552401982624,34,1615,2023,0.773109243697479
offense,0.7462337672477436,1852,2148,2525,0.7730693069306931
decided,0.7225376443129609,411,3589,1388,0.7730547550432276
hazardous,0.7782905386550725,642,3358,3820,0.7730366492146596
praying,0.7604771019320479,2767,1233,3414,0.7729935559461043
emily,0.7627612702270715,1186,2814,3498,0.7727272727272727
rainbow,0.7853758353114237,271,3729,3711,0.7725680409593102
jig,0.853892018259163,56,999,1319,0.7725549658832449
seminal,0.8334480351119541,53,1613,2043,0.7723935389133627
term,0.7021043771217185,714,3286,949,0.7723919915700738
disability,0.7674826548162688,301,3699,3617,0.7721868952170307
bravo,0.8337619934153485,135,1491,2001,0.7721139430284858
maneuver,0.811289887537373,18,2741,2953,0.7720961733830003
distanced,0.8571554044975923,32,713,943,0.7720042417815483
bruising,0.8569047091919744,77,839,1144,0.7718531468531469
chart,0.7634827369072076,128,3872,3524,0.771850170261067
desert,0.751912699028893,463,3537,2849,0.7718497718497719
han,0.8106687481437,304,2698,3094,0.7718164188752424
livestock,0.7861821916137481,21,3979,3679,0.7716770861647186
lighters,0.8919178615040139,80,238,398,0.7713567839195979
thinning,0.8307189716595639,56,1774,2194,0.7711941659070192
mack,0.7947425507159545,123,3812,3483,0.771174275050244
chloe,0.8243215674328596,269,1786,2421,0.7711689384551839
option,0.7506223130815515,217,3783,2814,0.7711442786069652
critics,0.7493079064827951,49,3951,2774,0.7710886806056236
mood,0.7564242789799254,71,3929,3271,0.7710180372974625
wreak,0.8568033188036978,85,668,952,0.7710084033613446
identified,0.7311731815394584,17,3983,2099,0.7708432586946165
averaging,0.7981579366558225,46,3593,3395,0.770839469808542
brooklyn,0.7711833721126774,88,3912,3738,0.770733012306046
craft,0.7585459686867162,458,3542,3402,0.7707231040564374
deal,0.7051614843854653,442,3558,1029,0.7706511175898931
toledo,0.8286156809155596,185,1696,2240,0.7705357142857143
illinois,0.7520795881708667,163,3837,3024,0.7701719576719577
min,0.7571439565568054,191,3809,3319,0.7701114793612533
maximum,0.7572603817209874,56,3944,3358,0.7701012507444908
basin,0.7765314501542727,28,3972,3819,0.7700968840010474
band,0.7304535569483506,301,3699,2069,0.7699371677138714
initiated,0.7771053606915386,173,3827,3803,0.7699184854062582
shared,0.7334628954212578,109,3891,2289,0.7697684578418523
chap,0.7535453849254593,3777,223,3079,0.769730431958428
oa,0.8497568914826714,679,437,1389,0.769618430525558
safety,0.7193292852831603,1129,2871,1436,0.7694986072423399
elia,0.8966079776916022,25,225,321,0.7694704049844237
advertisement,0.7748817853791353,1282,2718,3828,0.7693312434691745
cou,0.8136869670407575,2300,72,2683,0.7692881103242639
porch,0.7577083506175428,68,3932,3398,0.7692760447321955
cuter,0.9300402869604213,10,116,156,0.7692307692307693
calculated,0.7526946217449048,1793,2207,3041,0.7691548832620848
susan,0.7538696995307037,106,3894,3183,0.7690857681432611
signature,0.7691418857145254,784,3216,3728,0.7687768240343348
embodied,0.7992510959763801,474,2970,3321,0.7684432399879554
responds,0.7962764777560672,7,3691,3423,0.7683318726263512
button,0.7589374608095348,142,3858,3444,0.7682926829268293
helped,0.7180683110460583,69,3931,1621,0.7680444170265268
mastery,0.7932096360263994,121,3821,3485,0.7678622668579627
credit,0.714963949486729,1534,2466,1313,0.7677075399847677
auditors,0.7946212719657437,1882,1927,3450,0.767536231884058
log,0.7625665441219671,796,3204,3553,0.7675204052913032
supervision,0.7814521750782089,22,3978,3735,0.7673360107095046
unimaginable,0.8463993454071459,9,1133,1422,0.7672292545710268
applications,0.7518042659378749,744,3256,2964,0.7672064777327935
ownership,0.7657668141992798,51,3949,3659,0.7671494943973763
libya,0.8013258048381742,23,3254,3230,0.7668730650154799
joked,0.812186848756841,10,2538,2813,0.766797013864202
contributor,0.8083938814318518,86,2652,2942,0.7664853840924541
expanded,0.7573772979975611,179,3821,3426,0.7661996497373029
nr,0.8447195026089047,444,666,1380,0.7659420289855072
foods,0.7493265137037525,22,3978,2999,0.7659219739913304
illustrations,0.7876460262418034,184,3816,3532,0.765855039637599
dos,0.8118279208530835,122,2405,2801,0.7657979293109604
recoverable,0.8561563483710412,630,253,1105,0.7656108597285067
ga,0.7700326622586479,223,3777,3850,0.7654545454545455
fas,0.8849473063923254,147,352,631,0.7654516640253566
ghost,0.7570155856868648,1283,2717,3425,0.7652554744525547
penn,0.7677491493108022,1583,2417,3731,0.7652103993567408
rifle,0.7672189230903955,334,3666,3715,0.765006729475101
browning,0.8268715360585329,61,1793,2217,0.7649977447000451
physiological,0.8031244608241492,49,3068,3148,0.7649301143583227
resources,0.7177971414341069,287,3713,1420,0.7647887323943662
sawdust,0.8520403456899928,9,997,1258,0.7647058823529411
india,0.7315360082726732,1112,2888,2256,0.7646276595744681
toothed,0.855157058494113,62,801,1079,0.7645968489341983
yeas,0.7820347120276286,3972,28,3704,0.7645788336933045
recapture,0.8399922738820673,184,1029,1512,0.7645502645502645
ag,0.8137507744677192,951,1311,2582,0.7645236250968241
vision,0.7253306791372074,188,3812,1966,0.7644964394710071
alma,0.8116847635181671,45,2340,2692,0.7644873699851411
excess,0.7587038968581364,977,3023,3502,0.7644203312392919
hotel,0.7238454055714314,136,3864,1892,0.7642706131078224
tobe,0.8445158509899267,946,169,1387,0.7642393655371305
mars,0.758145442948358,213,3787,3461,0.763941057497833
huntington,0.7773837685834333,1928,2072,3761,0.7638925817601702
everywhere,0.7498668462088796,33,3967,2943,0.763846415222562
identify,0.734473940294544,17,3983,2400,0.76375
kirk,0.7848768558429304,257,3743,3639,0.763396537510305
theoretical,0.7622860809717792,64,3936,3587,0.7633119598550321
yorker,0.8090690311616269,22,2610,2871,0.76314872866597
inmate,0.8123847285676539,99,2217,2632,0.7629179331306991
fund,0.7195435208971782,509,3491,1805,0.7628808864265928
butting,0.8884349091745403,33,306,430,0.7627906976744186
capitation,0.8961951164645721,154,93,316,0.7626582278481012
shrimp,0.7685933445195418,29,3971,3836,0.7625130344108446
hilton,0.8069449244623843,179,2803,3086,0.7624756966947505
lott,0.8301011953577511,391,1195,1954,0.7615148413510747
news,0.6944564905696958,446,3554,817,0.7613219094247246
jeremy,0.7753345206597592,115,3885,3803,0.7612411254272943
startling,0.7944544243198159,45,3445,3346,0.7612074118350269
correspondent,0.7752520622327619,1706,2294,3801,0.7611154959221258
er,0.7405262819720687,3043,957,2549,0.7610827775598273
instance,0.7146033799308086,1363,2637,1636,0.761002444987775
artists,0.7304153736049549,80,3920,2275,0.7608791208791209
thereon,0.7535919981945629,3978,22,3356,0.7607270560190703
sources,0.7247723598791221,235,3765,1976,0.7606275303643725
subdivision,0.8244949140228023,136,1749,2246,0.7604630454140695
spending,0.7278591991175498,101,3899,2149,0.7603536528617962
trading,0.7490071731254531,641,3359,3116,0.7602695763799743
breeders,0.8429195044634967,31,1107,1418,0.7602256699576869
scarce,0.7646001207931157,2487,1513,3732,0.7601822079314041
madison,0.7492565866519724,1856,2144,3119,0.7601795447258737
dairy,0.7748864382618478,298,3702,3802,0.7601262493424513
flight,0.7314399177324089,409,3591,2315,0.7598272138228942
tract,0.7518175525676607,3009,991,3351,0.759773202029245
survivor,0.7904562506308239,376,3430,3450,0.7597101449275362
consumers,0.7446973629907186,45,3955,2792,0.7596704871060171
limitations,0.7551148055428998,353,3647,3423,0.7595676307332749
subsistence,0.776230594593414,2686,1314,3764,0.7595642933049946
quarterly,0.7686125819451581,1261,2739,3825,0.7594771241830065
scandals,0.8152977367805149,67,2095,2494,0.7594226142742582
checks,0.7557828618643251,698,3302,3445,0.7593613933236575
ses,0.803271454417719,448,2344,2970,0.7592592592592593
enrolled,0.7662231015204101,472,3528,3819,0.7588373919874313
bowl,0.7223126600023213,85,3915,1928,0.7588174273858921
harold,0.7689918165722521,107,3893,3830,0.7587467362924282
republicans,0.7427078521427833,176,3824,2750,0.7585454545454545
selection,0.7464912664250674,98,3902,2886,0.7584892584892585
official,0.7190414356486274,392,3608,1859,0.7584722969338354
writ,0.7555819701224631,3759,241,3450,0.7582608695652174
inf,0.8499983106455972,365,390,955,0.7581151832460733
doubles,0.7916824163315062,108,3487,3384,0.7579787234042553
rush,0.7476083210494542,559,3441,2945,0.7578947368421053
general,0.6249752505698467,2547,1453,227,0.7577092511013216
harlequin,0.8852069963372663,129,253,487,0.757700205338809
wavy,0.8350612198924998,40,1237,1593,0.7576898932831136
discounts,0.8080410205831652,209,2285,2773,0.7576631806707537
trim,0.7680967566011198,297,3703,3822,0.7574568288854003
projection,0.7948558104213649,155,3182,3269,0.757418170694402
foster,0.7473747420129931,732,3268,2945,0.7572156196943973
curve,0.7661047942574924,75,3925,3834,0.7571726656233698
judd,0.8299382517021864,76,1426,1864,0.7569742489270386
institutions,0.7252428553254607,317,3683,2081,0.7568476693897165
disturbing,0.7707587608318067,256,3744,3805,0.7566360052562418
magic,0.746423432610987,173,3827,2913,0.7566083075866804
bud,0.7804897076574339,530,3470,3656,0.7565645514223195
abuse,0.7282636932997008,644,3356,2288,0.7565559440559441
sr,0.7517193531464319,752,3248,3360,0.756547619047619
catalog,0.7744497835439617,16,3984,3772,0.7563626723223754
tradition,0.7327636712058472,130,3870,2454,0.756316218418908
dubbed,0.7835759703201114,33,3967,3516,0.7562571103526735
her,0.5873612026292173,592,3408,45,0.7555555555555555
dean,0.7485647108343555,384,3616,3231,0.7554936552151037
kitchen,0.7117881630837638,307,3693,1554,0.7554697554697555
rachel,0.7556695019802835,351,3649,3519,0.7553282182438192
plans,0.713277904832123,285,3715,1479,0.7552400270453009
organizing,0.7670823126644182,329,3671,3828,0.7552246603970741
commercial,0.718181126954333,897,3103,1875,0.7552
atoms,0.7830673321552657,206,3794,3517,0.7551890816036395
san,0.7007755901303621,22,3978,1065,0.7549295774647887
vice,0.7506505312777791,1258,2742,3382,0.7548787699586044
phases,0.7846091031575914,47,3903,3486,0.7547332185886403
top,0.661292067634743,164,3836,542,0.7546125461254612
migrants,0.784695775378362,7,3895,3474,0.754461715601612
posts,0.7479304161931889,2216,1784,3204,0.7543695380774033
owns,0.7622963549523107,278,3722,3702,0.7541869259859535
image,0.7114137629936196,257,3743,1431,0.7540181691125087
mark,0.7111861752474723,724,3276,1378,0.7539912917271407
lee,0.7155512441269457,1153,2847,1836,0.7538126361655774
college,0.6770274898805669,224,3776,662,0.7537764350453172
sided,0.7882204433631639,110,3449,3370,0.7537091988130564
political,0.6603794192402858,380,3620,487,0.7535934291581109
remodeling,0.8352419711335747,3,1213,1517,0.7534607778510217
governour,0.8055683061116161,2505,4,2787,0.7531395766056692
tendency,0.7467496663940376,1783,2217,3135,0.75311004784689
republican,0.7190988969090983,513,3487,1899,0.7530279094260137
ram,0.7791648643443021,361,3639,3614,0.7529053680132817
attachment,0.7479271201716676,2860,1140,3248,0.7527709359605911
prescriptive,0.8578331204108903,38,609,821,0.7527405602923264
whipped,0.7752779794417566,555,3445,3724,0.7526852846401718
emolument,0.8332691016446684,1274,12,1604,0.7524937655860349
client,0.7445543019382852,91,3909,3018,0.7524850894632207
nods,0.7639628791513257,54,3946,3862,0.7524598653547385
bowling,0.7937766300251282,207,3086,3238,0.7523162445954292
motion,0.7088482574501728,2237,1763,1619,0.7523162445954292
lotion,0.8255331709390559,35,1520,1921,0.7522123893805309
fabulous,0.7852083589901199,252,3531,3444,0.7520325203252033
methods,0.7240561631209679,388,3612,2143,0.7517498833411106
uncontrolled,0.8391721517600832,136,1000,1417,0.7515878616796048
efficient,0.7462494900144128,319,3681,3162,0.7514231499051234
lining,0.7738269857935217,447,3553,3733,0.7514063755692473
indigo,0.8053199674356198,1315,1086,2703,0.7513873473917869
adan,0.912093666074573,17,146,201,0.7512437810945274
commissioned,0.7628320700790904,2139,1861,3819,0.7512437810945274
tart,0.7988025942949523,182,2578,2953,0.7511005756857433
learned,0.7087183247704923,575,3425,1366,0.7510980966325037
final,0.7068748219089016,490,3510,1257,0.750994431185362
veiled,0.8172255832759379,609,1336,2308,0.7508665511265165
ice,0.7115250319458578,297,3703,1696,0.7505896226415094
course,0.6528855174547035,802,3198,429,0.7505827505827506
free,0.6538566949895466,829,3171,449,0.7505567928730512
cups,0.7403515078093886,93,3907,2765,0.7504520795660036
living,0.6835243354315704,739,3261,689,0.7503628447024674
loops,0.8157446032783191,98,1884,2351,0.7503190131858783
annette,0.8139619099969664,511,1516,2391,0.7503136762860728
scoop,0.7952402122659219,75,2996,3131,0.7502395400830406
strain,0.7537458142610856,864,3136,3527,0.7502126453076269
coffee,0.7130099270166689,603,3397,1809,0.750138197899392
carriers,0.7736962012057366,383,3617,3725,0.7500671140939598
reinforced,0.7708410717855354,482,3518,3769,0.7500663305916688
oil,0.6929544640173344,297,3703,908,0.75
et,0.6941731737523884,265,3735,876,0.75
wake,0.7413631218170035,211,3789,2835,0.7499118165784833
previous,0.7102442316494858,832,3168,1519,0.749835418038183
match,0.7344537166729246,219,3781,2566,0.7498051441932969
rochester,0.798967934070448,335,2588,3057,0.7497546614327772
advisers,0.7737971971906014,137,3863,3723,0.7496642492613483
present,0.6484209201351039,2419,1581,391,0.7493606138107417
traveling,0.7493413481938701,64,3936,3423,0.7493426818580193
scattering,0.8019966545019502,323,2243,2828,0.7492927864214993
food,0.67533035062293,242,3758,662,0.7492447129909365
slur,0.8745118884264098,51,470,658,0.7492401215805471
distinctive,0.7648040088756619,48,3952,3827,0.7491507708387771
conventions,0.7674506355850921,1095,2905,3814,0.7490823282642894
engines,0.7600848151914796,373,3627,3796,0.7489462592202318
democrats,0.737687145744396,62,3938,2748,0.7489082969432315
notebooks,0.8242342376083072,4,1748,2133,0.7487107360525082
balance,0.7176789981609794,858,3142,1934,0.7487073422957601
communication,0.7222049784083392,1094,2906,2101,0.7486910994764397
clarendon,0.8668832357406202,259,339,760,0.7486842105263158
vernacular,0.8326497328971534,26,1305,1655,0.7486404833836858
avenue,0.7424462451029211,148,3852,2927,0.748548001366587
cp,0.8306078961384723,126,1239,1690,0.7485207100591716
alternate,0.7732282752638393,421,3579,3729,0.7484580316438724
relieved,0.7579982428638478,1489,2511,3730,0.7482573726541555
momentum,0.7629364314002356,68,3932,3823,0.7481035835731101
neighborhood,0.7241631116620868,147,3853,2241,0.747880410531013
spin,0.7587683235334961,173,3827,3751,0.7478005865102639
how,0.5886745437553504,556,3444,103,0.7475728155339806
sticky,0.7785059345414181,10,3990,3529,0.7475205440634741
stamp,0.760908186297314,2119,1881,3818,0.7475117862755369
frontiers,0.7691198536538432,3119,881,3794,0.7474960463890353
entire,0.7094484965347886,402,3598,1485,0.7474747474747475
projected,0.759725902456024,426,3574,3820,0.7473821989528796
shooting,0.7351114036287029,87,3913,2660,0.7473684210526316
birthday,0.7468270172672025,29,3971,3284,0.7472594397076736
gutting,0.8875856657146671,7,273,360,0.7472222222222222
bi,0.793379435742753,1209,1881,3137,0.7472107108702583
parmesan,0.8001893919519838,22,2559,2835,0.7470899470899471
massa,0.8545930967696723,353,325,858,0.747086247086247
watches,0.7561024523453502,363,3637,3657,0.7470604320481269
